Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Admin_Unit_Name,Month,Month_Name,Season,Observation_Time_Bin,Distance_Approx_m,Watchlist_Flag
MANA,MANA-3,MANA Site 4,MANA-P01,Forest,2021,2021-07-27,06:45:00,06:53:00,R. Fischer,3,5-7.5 min,Non-vocal,<= 50 Meters,False,Female,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,65.7,31.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
MANA,MANA-2,MANA Site 4,MANA-P05,Forest,2024,2024-05-23,08:15:00,08:24:00,K. Osei,1,5-7.5 min,Visualization,> 100 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,64.3,60.0,Cloudy/Overcast,Light air (1-3 mph),Moderate effect on count,3,Manassas National Battlefield Park,5,May,Spring,Morning (7-9am),125.0,At-Risk (Watchlist)
MANA,MANA-2,MANA Site 2,MANA-P02,Forest,2021,2021-06-14,08:00:00,08:08:00,R. Fischer,3,5-7.5 min,Visualization,50 - 100 Meters,False,Female,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,70.0,70.0,Fog/Mist,Gentle breeze (8-12 mph),No effect on count,5,Manassas National Battlefield Park,6,Jun,Summer,Morning (7-9am),75.0,Not Listed
MANA,MANA-3,MANA Site 4,MANA-P06,Forest,2022,2022-04-22,08:40:00,08:50:00,A. Rivera,3,2.5-5 min,Visualization,> 100 Meters,True,Male,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,65.2,54.0,Fog/Mist,Light breeze (4-7 mph),No effect on count,3,Manassas National Battlefield Park,4,Apr,Spring,Morning (7-9am),125.0,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 3,MANA-P08,Forest,2021,2021-07-02,06:20:00,06:29:00,A. Rivera,2,5-7.5 min,Singing,50 - 100 Meters,False,Female,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,66.1,76.0,Cloudy/Overcast,Light breeze (4-7 mph),Moderate effect on count,1,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),75.0,Not Listed
MANA,MANA-2,MANA Site 1,MANA-P08,Forest,2023,2023-05-27,06:15:00,06:24:00,L. Martin,2,2.5-5 min,Visualization,50 - 100 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,65.8,77.0,Fog/Mist,Gentle breeze (8-12 mph),Moderate effect on count,5,Manassas National Battlefield Park,5,May,Spring,Early Morning (<7am),75.0,Not Listed
MANA,MANA-2,MANA Site 1,MANA-P08,Forest,2024,2024-05-25,09:20:00,09:28:00,M. Okafor,2,5-7.5 min,Singing,<= 50 Meters,False,Undetermined,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,69.3,44.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Manassas National Battlefield Park,5,May,Spring,Late Morning (9-11am),25.0,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 1,MANA-P01,Forest,2024,2024-07-11,08:50:00,08:59:00,J. Chen,1,7.5-10 min,Singing,> 100 Meters,False,Male,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,66.4,100.0,Fog/Mist,Light air (1-3 mph),Slight effect on count,6,Manassas National Battlefield Park,7,Jul,Summer,Morning (7-9am),125.0,Not Listed
MANA,MANA-2,MANA Site 3,MANA-P08,Forest,2024,2024-04-01,06:45:00,06:55:00,L. Martin,1,2.5-5 min,Non-vocal,50 - 100 Meters,False,Male,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,71.6,55.0,Cloudy/Overcast,Gentle breeze (8-12 mph),No effect on count,3,Manassas National Battlefield Park,4,Apr,Spring,Early Morning (<7am),75.0,Not Listed
MANA,MANA-3,MANA Site 2,MANA-P08,Forest,2022,2022-07-19,06:15:00,06:26:00,R. Fischer,3,0-2.5 min,Calling,<= 50 Meters,True,Female,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,75.3,33.0,Cloudy/Overcast,Gentle breeze (8-12 mph),No effect on count,2,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
MANA,MANA-3,MANA Site 4,MANA-P06,Forest,2023,2023-07-02,07:20:00,07:28:00,A. Rivera,1,2.5-5 min,Visualization,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,75.1,64.0,Partly Cloudy,Light breeze (4-7 mph),Moderate effect on count,4,Manassas National Battlefield Park,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
MANA,MANA-3,MANA Site 3,MANA-P07,Forest,2022,2022-06-20,06:50:00,07:00:00,R. Fischer,1,7.5-10 min,Visualization,50 - 100 Meters,False,Undetermined,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,66.1,61.0,Fog/Mist,Light air (1-3 mph),No effect on count,2,Manassas National Battlefield Park,6,Jun,Summer,Early Morning (<7am),75.0,Not Listed
MANA,MANA-1,MANA Site 4,MANA-P02,Forest,2022,2022-04-05,07:50:00,08:00:00,A. Rivera,1,7.5-10 min,Non-vocal,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,64.5,62.0,Light Rain,Light air (1-3 mph),Slight effect on count,1,Manassas National Battlefield Park,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
MANA,MANA-2,MANA Site 3,MANA-P02,Forest,2021,2021-06-25,05:40:00,05:49:00,J. Chen,3,0-2.5 min,Singing,> 100 Meters,True,Female,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,51.7,78.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Manassas National Battlefield Park,6,Jun,Summer,Early Morning (<7am),125.0,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 1,MANA-P04,Forest,2021,2021-06-14,09:45:00,09:54:00,A. Rivera,3,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,72.5,56.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Manassas National Battlefield Park,6,Jun,Summer,Late Morning (9-11am),25.0,At-Risk (Watchlist)
MANA,MANA-2,MANA Site 4,MANA-P04,Forest,2022,2022-07-06,05:40:00,05:49:00,K. Osei,1,2.5-5 min,Calling,<= 50 Meters,True,Female,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,70.8,43.0,Cloudy/Overcast,Light air (1-3 mph),Slight effect on count,1,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
MANA,MANA-3,MANA Site 4,MANA-P02,Forest,2021,2021-04-14,08:20:00,08:29:00,T. Nguyen,1,5-7.5 min,Visualization,<= 50 Meters,False,Undetermined,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,61.3,62.0,Partly Cloudy,Light air (1-3 mph),No effect on count,2,Manassas National Battlefield Park,4,Apr,Spring,Morning (7-9am),25.0,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 1,MANA-P05,Forest,2024,2024-07-27,06:30:00,06:40:00,K. Osei,2,5-7.5 min,Visualization,> 100 Meters,False,Female,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,85.1,59.0,Fog/Mist,Light air (1-3 mph),Moderate effect on count,6,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),125.0,Not Listed
MANA,MANA-1,MANA Site 4,MANA-P02,Forest,2022,2022-07-27,09:15:00,09:24:00,L. Martin,2,2.5-5 min,Singing,<= 50 Meters,False,Undetermined,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,60.7,83.0,Clear,Light breeze (4-7 mph),No effect on count,3,Manassas National Battlefield Park,7,Jul,Summer,Late Morning (9-11am),25.0,Not Listed
MANA,MANA-2,MANA Site 2,MANA-P04,Forest,2022,2022-04-18,05:40:00,05:51:00,J. Chen,3,2.5-5 min,Visualization,<= 50 Meters,False,Male,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,56.3,48.0,Fog/Mist,Light air (1-3 mph),Slight effect on count,5,Manassas National Battlefield Park,4,Apr,Spring,Early Morning (<7am),25.0,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 2,MANA-P07,Forest,2022,2022-06-07,07:00:00,07:10:00,M. Okafor,2,5-7.5 min,Visualization,50 - 100 Meters,False,Male,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,56.3,59.0,Light Rain,Calm (< 1 mph) smoke rises vertically,No effect on count,4,Manassas National Battlefield Park,6,Jun,Summer,Morning (7-9am),75.0,Not Listed
MANA,MANA-3,MANA Site 2,MANA-P04,Forest,2024,2024-04-21,06:40:00,06:48:00,T. Nguyen,1,7.5-10 min,Visualization,,False,Undetermined,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,58.3,40.0,Clear,Light air (1-3 mph),No effect on count,2,Manassas National Battlefield Park,4,Apr,Spring,Early Morning (<7am),,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 2,MANA-P05,Forest,2023,2023-05-20,09:15:00,09:24:00,K. Osei,1,0-2.5 min,Calling,50 - 100 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,53.6,79.0,Fog/Mist,Light air (1-3 mph),Slight effect on count,3,Manassas National Battlefield Park,5,May,Spring,Late Morning (9-11am),75.0,At-Risk (Watchlist)
MANA,MANA-2,MANA Site 1,MANA-P07,Forest,2021,2021-07-08,06:10:00,06:19:00,A. Rivera,3,0-2.5 min,Visualization,50 - 100 Meters,False,Male,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,75.4,55.0,Light Rain,Gentle breeze (8-12 mph),No effect on count,1,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),75.0,At-Risk (Watchlist)
MANA,MANA-2,MANA Site 1,MANA-P01,Forest,2023,2023-06-07,09:15:00,09:24:00,J. Chen,1,5-7.5 min,Singing,<= 50 Meters,False,Male,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,72.2,83.0,Clear,Gentle breeze (8-12 mph),No effect on count,3,Manassas National Battlefield Park,6,Jun,Summer,Late Morning (9-11am),25.0,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 1,MANA-P07,Forest,2021,2021-04-03,06:10:00,06:19:00,R. Fischer,2,2.5-5 min,Visualization,> 100 Meters,False,Female,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,69.6,73.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,3,Manassas National Battlefield Park,4,Apr,Spring,Early Morning (<7am),125.0,At-Risk (Watchlist)
MANA,MANA-1,MANA Site 2,MANA-P06,Forest,2024,2024-06-10,07:20:00,07:29:00,S. Patel,3,7.5-10 min,Singing,> 100 Meters,False,Female,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,66.6,51.0,Cloudy/Overcast,Light air (1-3 mph),Moderate effect on count,6,Manassas National Battlefield Park,6,Jun,Summer,Morning (7-9am),125.0,Not Listed
MANA,MANA-2,MANA Site 1,MANA-P01,Forest,2022,2022-05-16,06:20:00,06:28:00,A. Rivera,1,7.5-10 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,60.3,51.0,Fog/Mist,Gentle breeze (8-12 mph),Moderate effect on count,2,Manassas National Battlefield Park,5,May,Spring,Early Morning (<7am),25.0,Not Listed
MANA,MANA-1,MANA Site 1,MANA-P03,Forest,2021,2021-06-22,06:30:00,06:38:00,A. Rivera,1,5-7.5 min,Visualization,<= 50 Meters,False,Male,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,59.5,40.0,Fog/Mist,Gentle breeze (8-12 mph),Moderate effect on count,3,Manassas National Battlefield Park,6,Jun,Summer,Early Morning (<7am),25.0,Not Listed
MANA,MANA-2,MANA Site 3,MANA-P07,Forest,2021,2021-07-12,06:30:00,06:38:00,R. Fischer,3,0-2.5 min,Visualization,<= 50 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,74.3,46.0,Clear,Light breeze (4-7 mph),No effect on count,3,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),25.0,At-Risk (Watchlist)
MANA,MANA-1,MANA Site 3,MANA-P05,Forest,2021,2021-07-25,05:10:00,05:18:00,S. Patel,1,5-7.5 min,Visualization,> 100 Meters,False,Undetermined,Yellow Warbler,Setophaga petechia,178911,NPS-YEWA,YEWA,False,False,59.7,80.0,Clear,Calm (< 1 mph) smoke rises vertically,Slight effect on count,4,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),125.0,Not Listed
MANA,MANA-3,MANA Site 2,MANA-P04,Forest,2021,2021-04-08,08:00:00,08:09:00,M. Okafor,1,0-2.5 min,Non-vocal,<= 50 Meters,False,Male,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,63.3,49.0,Fog/Mist,Light breeze (4-7 mph),No effect on count,2,Manassas National Battlefield Park,4,Apr,Spring,Morning (7-9am),25.0,Not Listed
MANA,MANA-2,MANA Site 4,MANA-P05,Forest,2021,2021-05-10,09:00:00,09:08:00,L. Martin,3,5-7.5 min,Singing,> 100 Meters,False,Female,Barn Swallow,Hirundo rustica,178576,NPS-BARS,BARS,False,False,68.2,74.0,Clear,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,3,Manassas National Battlefield Park,5,May,Spring,Late Morning (9-11am),125.0,Not Listed
MANA,MANA-1,MANA Site 2,MANA-P03,Forest,2021,2021-05-27,09:45:00,09:55:00,K. Osei,3,2.5-5 min,Non-vocal,> 100 Meters,True,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,74.9,41.0,Light Rain,Gentle breeze (8-12 mph),Slight effect on count,3,Manassas National Battlefield Park,5,May,Spring,Late Morning (9-11am),125.0,At-Risk (Watchlist)
MANA,MANA-1,MANA Site 4,MANA-P08,Forest,2021,2021-05-07,08:00:00,08:09:00,K. Osei,2,7.5-10 min,Visualization,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,67.7,88.0,Cloudy/Overcast,Light breeze (4-7 mph),Slight effect on count,6,Manassas National Battlefield Park,5,May,Spring,Morning (7-9am),25.0,Not Listed
MANA,MANA-2,MANA Site 1,MANA-P08,Forest,2024,2024-04-11,07:10:00,07:18:00,L. Martin,1,7.5-10 min,Non-vocal,50 - 100 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,73.6,65.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Manassas National Battlefield Park,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
MANA,MANA-2,MANA Site 2,MANA-P03,Forest,2022,2022-06-20,05:50:00,06:00:00,R. Fischer,2,7.5-10 min,Visualization,,False,Undetermined,Yellow Warbler,Setophaga petechia,178911,NPS-YEWA,YEWA,False,False,80.1,70.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,4,Manassas National Battlefield Park,6,Jun,Summer,Early Morning (<7am),,Not Listed
MANA,MANA-1,MANA Site 2,MANA-P02,Forest,2024,2024-05-07,07:50:00,08:00:00,S. Patel,3,0-2.5 min,Calling,> 100 Meters,False,Female,Barn Swallow,Hirundo rustica,178576,NPS-BARS,BARS,False,False,71.5,57.0,Clear,Gentle breeze (8-12 mph),No effect on count,4,Manassas National Battlefield Park,5,May,Spring,Morning (7-9am),125.0,Not Listed
MANA,MANA-3,MANA Site 3,MANA-P01,Forest,2022,2022-04-08,06:15:00,06:26:00,T. Nguyen,1,2.5-5 min,Visualization,> 100 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178576,NPS-BARS,BARS,False,False,70.0,80.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,3,Manassas National Battlefield Park,4,Apr,Spring,Early Morning (<7am),125.0,Not Listed
MANA,MANA-1,MANA Site 2,MANA-P03,Forest,2022,2022-06-06,06:20:00,06:30:00,M. Okafor,3,5-7.5 min,Calling,50 - 100 Meters,True,Male,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,82.4,87.0,Clear,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Manassas National Battlefield Park,6,Jun,Summer,Early Morning (<7am),75.0,Not Listed
MANA,MANA-3,MANA Site 2,MANA-P05,Forest,2023,2023-06-16,05:40:00,05:50:00,L. Martin,2,0-2.5 min,Singing,> 100 Meters,False,Male,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,70.6,82.0,Light Rain,Light breeze (4-7 mph),Slight effect on count,2,Manassas National Battlefield Park,6,Jun,Summer,Early Morning (<7am),125.0,At-Risk (Watchlist)
MANA,MANA-2,MANA Site 3,MANA-P03,Forest,2022,2022-07-01,08:10:00,08:19:00,A. Rivera,1,5-7.5 min,Non-vocal,50 - 100 Meters,False,Female,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,55.3,87.0,Clear,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,5,Manassas National Battlefield Park,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
MANA,MANA-2,MANA Site 2,MANA-P06,Forest,2023,2023-04-14,07:00:00,07:09:00,J. Chen,3,5-7.5 min,Calling,<= 50 Meters,False,Undetermined,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,61.9,59.0,Clear,Light air (1-3 mph),Moderate effect on count,2,Manassas National Battlefield Park,4,Apr,Spring,Morning (7-9am),25.0,Not Listed
MANA,MANA-3,MANA Site 1,MANA-P07,Forest,2024,2024-05-16,07:10:00,07:19:00,T. Nguyen,1,0-2.5 min,Non-vocal,<= 50 Meters,False,Male,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,53.5,59.0,Clear,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,3,Manassas National Battlefield Park,5,May,Spring,Morning (7-9am),25.0,Not Listed
MANA,MANA-3,MANA Site 2,MANA-P06,Forest,2024,2024-05-05,06:15:00,06:26:00,M. Okafor,3,2.5-5 min,Singing,<= 50 Meters,False,Male,Barn Swallow,Hirundo rustica,178576,NPS-BARS,BARS,False,False,61.8,76.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,4,Manassas National Battlefield Park,5,May,Spring,Early Morning (<7am),25.0,Not Listed
MANA,MANA-1,MANA Site 4,MANA-P07,Forest,2022,2022-06-17,05:00:00,05:08:00,M. Okafor,3,2.5-5 min,Singing,50 - 100 Meters,False,Male,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,70.9,71.0,Clear,Light air (1-3 mph),No effect on count,3,Manassas National Battlefield Park,6,Jun,Summer,Early Morning (<7am),75.0,Not Listed
MANA,MANA-2,MANA Site 3,MANA-P04,Forest,2022,2022-07-17,05:10:00,05:21:00,J. Chen,2,2.5-5 min,Singing,> 100 Meters,False,Male,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,67.3,60.0,Fog/Mist,Light air (1-3 mph),Moderate effect on count,3,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),125.0,At-Risk (Watchlist)
MANA,MANA-1,MANA Site 4,MANA-P01,Forest,2022,2022-04-03,09:40:00,09:50:00,L. Martin,1,2.5-5 min,Non-vocal,<= 50 Meters,True,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,75.5,69.0,Clear,Light air (1-3 mph),Slight effect on count,2,Manassas National Battlefield Park,4,Apr,Spring,Late Morning (9-11am),25.0,Not Listed
MANA,MANA-2,MANA Site 3,MANA-P06,Forest,2021,2021-05-10,07:15:00,07:24:00,M. Okafor,3,5-7.5 min,Non-vocal,<= 50 Meters,False,Female,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,67.1,57.0,Fog/Mist,Light air (1-3 mph),No effect on count,2,Manassas National Battlefield Park,5,May,Spring,Morning (7-9am),25.0,Not Listed
MANA,MANA-1,MANA Site 2,MANA-P08,Forest,2023,2023-05-12,09:20:00,09:28:00,J. Chen,2,2.5-5 min,Singing,> 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,75.1,35.0,Cloudy/Overcast,Light breeze (4-7 mph),Slight effect on count,5,Manassas National Battlefield Park,5,May,Spring,Late Morning (9-11am),125.0,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 2,MANA-P08,Forest,2021,2021-04-20,07:10:00,07:18:00,J. Chen,1,5-7.5 min,Calling,50 - 100 Meters,False,Male,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,66.4,74.0,Clear,Gentle breeze (8-12 mph),No effect on count,1,Manassas National Battlefield Park,4,Apr,Spring,Morning (7-9am),75.0,At-Risk (Watchlist)
MANA,MANA-1,MANA Site 3,MANA-P04,Forest,2021,2021-05-12,07:45:00,07:56:00,M. Okafor,3,0-2.5 min,Calling,> 100 Meters,False,Female,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,76.3,59.0,Partly Cloudy,Light breeze (4-7 mph),Slight effect on count,4,Manassas National Battlefield Park,5,May,Spring,Morning (7-9am),125.0,Not Listed
MANA,MANA-2,MANA Site 3,MANA-P08,Forest,2022,2022-06-22,05:00:00,05:11:00,S. Patel,3,2.5-5 min,Visualization,> 100 Meters,True,Undetermined,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,59.5,72.0,Fog/Mist,Gentle breeze (8-12 mph),No effect on count,2,Manassas National Battlefield Park,6,Jun,Summer,Early Morning (<7am),125.0,Not Listed
MANA,MANA-3,MANA Site 3,MANA-P02,Forest,2024,2024-07-27,06:20:00,06:30:00,K. Osei,2,7.5-10 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,77.6,65.0,Partly Cloudy,Light air (1-3 mph),No effect on count,4,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
MANA,MANA-1,MANA Site 2,MANA-P06,Forest,2022,2022-07-19,05:50:00,05:59:00,S. Patel,1,0-2.5 min,Visualization,<= 50 Meters,False,Female,Yellow Warbler,Setophaga petechia,178911,NPS-YEWA,YEWA,False,False,76.9,41.0,Fog/Mist,Light air (1-3 mph),Slight effect on count,4,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
MANA,MANA-3,MANA Site 1,MANA-P06,Forest,2022,2022-04-23,09:10:00,09:18:00,K. Osei,1,7.5-10 min,Visualization,> 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,72.4,38.0,Clear,Light breeze (4-7 mph),No effect on count,5,Manassas National Battlefield Park,4,Apr,Spring,Late Morning (9-11am),125.0,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 3,MANA-P01,Forest,2022,2022-06-07,06:15:00,06:24:00,L. Martin,2,2.5-5 min,Singing,50 - 100 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,71.6,57.0,Clear,Light air (1-3 mph),Moderate effect on count,3,Manassas National Battlefield Park,6,Jun,Summer,Early Morning (<7am),75.0,At-Risk (Watchlist)
MANA,MANA-1,MANA Site 2,MANA-P01,Forest,2021,2021-07-07,07:45:00,07:56:00,M. Okafor,1,7.5-10 min,Non-vocal,> 100 Meters,False,Female,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,74.4,62.0,Clear,Light breeze (4-7 mph),No effect on count,2,Manassas National Battlefield Park,7,Jul,Summer,Morning (7-9am),125.0,Not Listed
MANA,MANA-3,MANA Site 3,MANA-P07,Forest,2021,2021-04-14,08:20:00,08:31:00,J. Chen,1,2.5-5 min,Non-vocal,> 100 Meters,True,Female,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,68.0,93.0,Cloudy/Overcast,Light air (1-3 mph),No effect on count,6,Manassas National Battlefield Park,4,Apr,Spring,Morning (7-9am),125.0,At-Risk (Watchlist)
MANA,MANA-3,MANA Site 2,MANA-P02,Forest,2023,2023-07-21,05:15:00,05:25:00,M. Okafor,2,2.5-5 min,Visualization,> 100 Meters,False,Male,Barn Swallow,Hirundo rustica,178576,NPS-BARS,BARS,False,False,63.9,71.0,Light Rain,Calm (< 1 mph) smoke rises vertically,No effect on count,4,Manassas National Battlefield Park,7,Jul,Summer,Early Morning (<7am),125.0,Not Listed
MANA,MANA-1,MANA Site 2,MANA-P06,Forest,2021,2021-04-10,09:40:00,09:49:00,M. Okafor,1,5-7.5 min,Visualization,50 - 100 Meters,False,Female,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,57.7,59.0,Fog/Mist,Light breeze (4-7 mph),Slight effect on count,2,Manassas National Battlefield Park,4,Apr,Spring,Late Morning (9-11am),75.0,Not Listed
MANA,MANA-1,MANA Site 2,MANA-P02,Forest,2024,2024-05-09,06:45:00,06:53:00,K. Osei,3,7.5-10 min,Non-vocal,<= 50 Meters,False,Male,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,63.9,76.0,Partly Cloudy,Light breeze (4-7 mph),No effect on count,5,Manassas National Battlefield Park,5,May,Spring,Early Morning (<7am),25.0,Not Listed
MANA,MANA-2,MANA Site 2,MANA-P01,Forest,2024,2024-04-25,07:20:00,07:29:00,S. Patel,2,7.5-10 min,Calling,50 - 100 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,78.3,60.0,Partly Cloudy,Light breeze (4-7 mph),Slight effect on count,1,Manassas National Battlefield Park,4,Apr,Spring,Morning (7-9am),75.0,At-Risk (Watchlist)
MANA,MANA-1,MANA Site 3,MANA-P05,Forest,2024,2024-07-25,07:00:00,07:10:00,T. Nguyen,3,2.5-5 min,Visualization,50 - 100 Meters,False,Undetermined,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,69.0,43.0,Cloudy/Overcast,Light air (1-3 mph),Moderate effect on count,2,Manassas National Battlefield Park,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
MANA,MANA-1,MANA Site 3,MANA-P03,Forest,2022,2022-07-27,07:20:00,07:29:00,T. Nguyen,3,2.5-5 min,Visualization,> 100 Meters,False,Female,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,85.9,49.0,Clear,Light breeze (4-7 mph),Slight effect on count,3,Manassas National Battlefield Park,7,Jul,Summer,Morning (7-9am),125.0,Not Listed
